cluster_id,n,predicados_top,ejemplos,tipo_label
reltype:286,4,"[[""librar desde"", 3], [""se librar en"", 1]]","[""Alumno: Sebastián Sequeiros / Centro de estudios: Pontificia Universidad Católica del Perú Rodrigo ha librado batallas desde su nacimiento."", ""Al respecto, Zelenski señaló que la ubicación está “muy lejos de esta guerra, que se libra en nuestra tierra, contra nuestro pueblo”.""]",
reltype:287,4,"[[""oxi"", 4]]","[""Proyectos de Transportes por más de US$ 80,000 millones se desarrollarán vía APP y OxI\nEl Ministerio de Economía y Finanzas (MEF), a través de la Agencia de Promoción de la Inversión Privada (ProInversión), presentó la cartera de proyectos del sector Transportes para el periodo 2025–2031 valorizada en más de 80,000 millones de dólares que será ejecutada mediante Asociaciones Público-Privadas (APP) y Obras por Impuestos (OxI)."", ""El evento OxI Raymi 2025, inaugurado por el director ejecutivo de Proinversión, Luis Del Carpio, incluyó la presentación de 88 proyectos en promoción por un total de 5,022 millones de soles, a cargo del Ministerio de Educación y los gobiernos regionales de Piura, Tacna y Puno.""]",
reltype:288,4,"[[""pretender"", 3], [""pretender segun"", 1]]","[""Leer también: [ Maurate: voto de confianza al Gabinete permitirá dar continuidad a políticas públicas ] En ese sentido, la congresista Lady Camones Soriano (APP) , presidenta de la Comisión de Presupuesto y Cuenta General de la República, indicó que la iniciativa pretende superar la situación de desigualdad y restricción en el empleo del personal asistencial profesional, técnico y auxiliar de salud del sector Defensa."", ""Al respecto, el titular del Ministerio de Justicia y Derechos Humanos (Minjusdh) señaló que esta norma \""se ha dado según el principio de separación de poderes, como respuesta al terrible ataque del terrorismo que pretendía quebrantar la democracia y el Estado de derecho, generando un gran sufrimiento en nuestro pueblo\""."", ""Según Montero, la iniciativa pretende articular la minería con otras actividades económicas, como la agricultura, el turismo, la agroexportación y los servicios .""]",
reltype:289,4,"[[""reaccionar"", 2], [""reaccionar en"", 1], [""reaccionar por"", 1]]","[""También reaccionó la primera ministra danesa, Mette Frederiksen, quien llamó a Estados Unidos a \""cesar sus amenazas contra un aliado histórico\"" y consideró que es \""absurdo decir que Estados Unidos debería tomar el control de Groenlandia\""."", ""Argelia reaccionó a tiempo y venció 2-1 a Jordania este lunes, en la segunda fecha del Grupo J del Mundial de Norteamérica 2026, un resultado que dejó a la Argentina de Messi como ganadora de la llave, ya clasificada a los dieciseisavos de final."", ""En el complemento, el cuadro crema reaccionó con los ajustes tácticos de Jorge Fossati y encontró el gol del triunfo gracias a Alex Valera a los 53 minutos.""]",
reltype:290,4,"[[""realizar mtpe"", 2], [""liderar mtpe"", 1], [""ofrecer mtpe"", 1]]","[""MTPE lideró grupo de trabajo enfocado en prevenir accidentes laborales en construcción\nEl Ministerio de Trabajo y Promoción del Empleo (MTPE) lideró el Grupo de Trabajo Multisectorial que evaluó las actividades del sector construcción a las que se aplica el Reglamento de Seguridad y Salud en el Trabajo."", ""MTPE ofreció 300 vacantes en feria “Chamba en tu barrio” en Ate\nEl Ministerio de Trabajo y Promoción del Empleo (MTPE) informó que cientos de jóvenes y adultos acudieron este viernes a la sede de la Agencia Municipal Santa Clara, en Ate, donde se desarrolló la feria laboral “Chamba en tu barrio”, en la que más de doce empresas ofrecieron alrededor de 300 vacantes de empleo formal."", ""MTPE realizó convocatoria laboral para adultos mayores en Jesús María\nEl Ministerio de Trabajo y Promoción del Empleo (MTPE) informó que más de 650 personas participaron en la “Convocatoria Plateada”, iniciativa realizada en el Centro de Empleo de Jesús María para promover la inclusión laboral de los adultos mayores.""]",
reltype:291,4,"[[""reconsiderar"", 2], [""reconsiderar para"", 2]]","[""Congreso: subcomisión no reconsiderará archivo de denuncia constitucional\nLa presidenta de la Subcomisión de Acusaciones Constitucionales del Congreso, María Acuña (Alianza para el Progreso), descartó reconsiderar el archivo de denuncia constitucional contra la presidenta de la república, Dina Boluarte, por el caso Rolex, tal como lo solicitó la Fiscalía de la Nación."", ""Sobre el pedido de la Fiscalía de la Nación para que el Congreso de la República reconsidere la decisión de archivar la denuncia constitucional contra la presidenta Dina Boluarte Zegarra por el caso Rolex, señaló que en principio en el Reglamento del Parlamento no existe un procedimiento como el que se plantea desde el Ministerio Público.""]",
reltype:292,4,"[[""recuperan con"", 3], [""recuperan"", 1]]","[""Tragedia en Ucayali: brigadistas recuperan cuerpos de cuatro víctimas de accidente fluvial\nLos equipos de rescate, conformados por buzos de la Marina de Guerra del Perú y brigadistas de la Policía Nacional, recuperaron en las últimas 24 horas los cuerpos de cuatro víctimas mortales del accidente fluvial registrado en la madrugada del lunes 1 de diciembre en el río Ucayali, cerca del puerto de Iparia, ubicado en la provincia de Coronel Portillo, región Ucayali."", ""Lea también: [ Con reforestación recuperan áreas degradadas y fortalecen seguridad hídrica en Cajamarca ] Día Internacional de los Bosques Tropicales El Día Internacional de la Protección de los Bosques Tropicales fue establecido en 1999 por el Programa de las Naciones Unidas para el Medio Ambiente (PNUMA), WWF y la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (Unesco).""]",
reltype:293,4,"[[""reformar para"", 3], [""reformar de"", 1]]","[""Schialer se refirió a la urgencia de reformar los criterios del financiamiento internacional para el desarrollo, de manera que se contemplen también las necesidades de los países de renta media, como el Perú, y así evitar la “trampa del ingreso medio”."", ""EsSalud: promueven propuesta integral para reformar sistema de salud del seguro social\nEl presidente ejecutivo del Seguro Social de Salud (EsSalud), Segundo Acho Mego, propuso una hoja de ruta para transformar la institución con el fin de “brindar un mejor servicio a millones de peruanos”.""]",
reltype:294,4,"[[""resistir"", 1], [""resistir ante"", 1], [""resistir en"", 1], [""se resistir a"", 1]]","[""La diversidad en el escenario es política, no solo porque buscamos visibilizar la pluralidad , sino porque cada cuerpo diverso, cada identidad en su singularidad, está resistiendo y afirmando su derecho a ser reconocido”, expresa Déborah Grandez, directora de la organización Capaz y del festival."", ""Inter resiste ante el Bayern guiado de nuevo por Lautaro Martínez\nGuiado de nuevo por Lautaro Martínez y con unos últimos minutos de 'catenaccio': el Inter de Milán jugó con fuego pero no se quemó al empatar 2-2 ante el Bayern de Múnich, este jueves en la vuelta de cuartos de final de la Liga de Campeones, haciendo valer su triunfo 2-1 de la ida en Alemania."", ""En aquella fecha, sus pobladores resistieron una insurrección encabezada por el general Manuel Ignacio de Vivanco contra el gobierno de Ramón Castilla.""]",
reltype:295,4,"[[""se orientir de"", 3], [""se orientir a"", 1]]","[""Tras afirmar que esta inversión se orientará a potenciar la acción del Gobierno en las comunidades del distrito de Punchana, Urteaga indicó que la inversión del Midis en Punchana se orienta a la protección social mediante el cuidado de niñas y niños del programa Cuna Más; transferencias a hogares del programa Juntos, adultos mayores de Pensión 65, y personas con discapacidad del programa Contigo."", ""De acuerdo al Reporte N.º 6: “Análisis de los planes de gobierno: propuestas de reforma político-electoral”, de la Dirección Nacional de Estudios, Estrategias y Coordinación Territorial del JNE, la mayor cantidad de propuestas se orienta a reformas del Reglamento del Congreso, abordadas en diez planes de gobierno.""]",
reltype:296,4,"[[""villacer por"", 4]]","[""José Miguel Castro, colaborador eficaz en caso Villarán, fue hallado muerto\nJosé Miguel Castro, colaborador eficaz en el proceso que se le sigue a la exalcaldesa de Lima Susana Villarán por los presuntos delitos de organización criminal y otros, fue hallado muerto hoy en el distrito de Miraflores, confirmó el Ministerio Público\n18:08 | Lima, jun."", ""José Miguel Castro, colaborador eficaz en el proceso que se le sigue a la exalcaldesa de Lima Susana Villarán por los presuntos delitos de organización criminal y otros, fue hallado muerto hoy en el distrito de Miraflores, confirmó el Ministerio Público Castro Gutiérrez, quien se desempeñó como gerente municipal durante la gestión de Villarán De la Puente, se encontraba implicado en la recepción de aportes ilícitos por parte de las constructoras brasileñas Odebrecht y OAS para financiar las campañas del No a la revocatoria y la reelección de la exautoridad edil.""]",
reltype:297,3,"[[""00001-2026-achancay-de"", 1], [""0472-2025-jne"", 1], [""0838-2025-jne"", 1]]","[""Resolución Directoral Ejecutiva N° 00001-2026-ACHANCAY-DE Se dispuso la designación de Richar Natividad Antonio Castillo como Jefe de la Oficina de Administración de la Autoridad Nacional Autónoma para el desarrollo estratégico e integral del Terminal Portuario Multipropósito de Chancay , cargo considerado de confianza."", ""Resolución 0472-2025-JNE El ente electoral declara infundado el recurso de apelación interpuesto por la personera legal titular de la organización política Perú Libre y, en consecuencia, confirma el Acta de Proclamación de Resultados correspondiente al distrito de Pion, provincia de Chota, departamento de Cajamarca, emitida por el Jurado Electoral Especial de Cajamarca en el marco de las Elecciones Municipales Complementarias 2025."", ""Resolución 0838-2025-JNE El dispositivo establece reglas con respecto a los pedidos de nulidad de votación de mesas de sufragio, basados en hechos pasibles de conocimiento directo de la mesa y también por hechos externos.""]",
reltype:298,3,"[[""aliviar en"", 2], [""alivien"", 1]]","[""IREN Centro ofrece tomografías gratuitas y alivia la economía de pacientes con cáncer\nEn un contexto donde una tomografía en clínicas privadas puede costar entre 1,000 y 1,200 soles, el Instituto Regional de Enfermedades Neoplásicas (IREN) Centro se ha consolidado como una alternativa vital para las familias que enfrentan el cáncer, brindando este examen de manera gratuita a sus pacientes a través del Seguro Integral de Salud (SIS) del Ministerio de Salud (Minsa)."", ""Sin embargo, posteriormente vamos a promover el diálogo con el Congreso para aprobar ciertas mejoras a esta norma que alivien las preocupaciones de organismos como el Banco Mundial, el Fondo Monetario Internacional y la Organización de Estados Americanos, respecto a su competitividad”, indicó.""]",
reltype:299,3,"[[""arborizar del"", 3]]","[""Día Internacional de los Bosques: arborizan cuartel del Ejército con 700 plantones\nCon ocasión del Día Internacional de los Bosques (21 de marzo), el Servicio Nacional Forestal y de Fauna Silvestre (Serfor) y el Ejército del Perú lograron la meta de arborizar con 700 plantones de tara, huaranhuay y papelillo el cuartel de la Primera Brigada de las Fuerzas Especiales, en Lima.""]",
reltype:300,3,"[[""bendigar"", 3]]","[""\""Que Cristo Redentor bendiga la llegada y el camino de nuestro 'mister' Carlo Ancelotti, para que consiga (...) el tan soñado hexacampeonato mundial\"", dijo el flamante presidente, prometiéndole \""total autonomía\"".""]",
reltype:301,3,"[[""capitalizar por"", 3]]","[""Perú puede atraer mayor flujo de inversiones en minerales críticos\nEl país es un productor clave de recursos elementales para la transición energética de la economía mundial a una más sustentable, y por ello debe capitalizar esta ventaja competitiva para atraer más recursos que generen desarrollo y trabajo."", ""Por Miguel de la Vega Polanco El país es un productor clave de recursos elementales para la transición energética de la economía mundial a una más sustentable, y por ello debe capitalizar esta ventaja competitiva para atraer más recursos que generen desarrollo y trabajo.""]",
reltype:302,3,"[[""casar en"", 2], [""casar de"", 1]]","[""De ese grupo, el 47,1 % son casadas o convivientes, el 35,7 % cuenta con estudios superiores, y el 66,9 % está afiliada al Seguro Integral de Salud (SIS)."", ""En el Gobierno de la presidenta de Dina Boluarte no nos casamos con la corrupción, ni con Odebrecht, ni con ninguna de sus empresas fachada \"", indicó el jefe del Gabinete ministerial en declaraciones a la prensa, tras asistir a la inauguración del X Salón Internacional de Tecnología para la Defensa y Prevención de Desastres (SITDEF Perú 2025).""]",
reltype:303,3,"[[""catalogar"", 3]]","[""Lee también: [ Estas son las normas legales más importantes del lunes 2 de junio del 2025 ] Se precisa también que el Plan Estratégico de Modernización del Equipamiento de la Policía ha sido catalogado como reservado, “por contener información clasificada relacionada a la adquisición de armamento y material logístico comprometido en operaciones especiales y planes de seguridad y defensa del orden interno , cuya divulgación originaría el riesgo a la vida e integridad de las personas involucradas y/o afectación a la seguridad ciudadana ”."", ""El mandatario también dijo que el Cuerpo de la Guardia Revolucionaria de Irán, o CGRI, que se encarga de salvaguardar el régimen islámico y sus instituciones así como de realizar operaciones en el extranjero, será catalogado como organización terrorista.""]",
reltype:304,3,"[[""comer"", 2], [""se comer"", 1]]","[""\""Todos comemos lo mismo\"" se denomina el operativo relámpago que este lunes 17 de noviembre puso en marcha el Ministerio de Desarrollo e Inclusión Social (Midis) para garantizar \""in situ\"" que los alimentos que consumen los niños en las escuelas públicas son de calidad."", ""Operativo “Todos comemos lo mismo” La ministra Lesly Shica llegó hasta a la institución educativa N.° 1579 Corazón del Niño Jesús, en el distrito de El Porvenir, para participar en un nuevo operativo relámpago “Todos comemos lo mismo”, que es un compromiso del Gobierno por garantizar que los desayunos escolares que consumen los niños en las escuelas públicas sean de calidad."", ""\"" En aquel momento eran los soldados que nos quedaban, hoy tenemos a nuestros militares, la policía, el serenazgo, a los ciudadanos y a los buenos vecinos y a todo aquel que se coma el pleito para devolver la seguridad a nuestro país \"", agregó.""]",
reltype:305,3,"[[""cometer"", 2], [""cometer para"", 1]]","[""El 7 de diciembre de 2022, el ciudadano Castillo cometió el flagrante quiebre del orden constitucional al anunciar la disolución inconstitucional del Congreso de la República y la instauración de un Gobierno de excepción, así como la reorganización del Poder Judicial, la Fiscalía de la Nación, la Junta Nacional de Justicia y el Tribunal Constitucional."", ""Como ejemplo, señaló que si un militar o un policía comete delitos como robo, extorsión u otros ajenos al ejercicio de su función, estos serán procesados por el Poder Judicial y no por el fuero militar policial."", ""[Lea también: Presos por sicariato, extorsión y secuestro irán directo a unidad de “Extrema Seguridad” ] Para los que hayan cometido los delitos de homicidio calificado, feminicidio, lesiones graves, organización criminal, entre otros , previstos en los artículos 107, 108, 108-A, 108-B, 121-B, 279-G, 297, 317-A y 319 a 323 del Código Penal , podrán redimir día de pena por siete días de labor o de estudio.""]",
reltype:306,3,"[[""complacer"", 3]]","[""Nos complace anunciar que Paulo Autuori será el nuevo Director Técnico del Sporting Cristal hasta diciembre de 2026."", ""Nos complace enormemente haberlo convencido de nuestro continuo desarrollo."", ""Nos complace anunciar a Juan Máximo Reynoso Guzmán como nuestro flamante Director Técnico del primer equipo.""]",
reltype:307,3,"[[""confesar de"", 1], [""confesar durante"", 1], [""confesar segun"", 1]]","[""De acuerdo a un comunicado, hoy, a las 15:20 horas, el interno Henry Manuel Córdova Ambrosio (51) confesó al director del penal de Río Negro que había dado muerte a su visita de nombre Estelita Romero Campos (40): la ahorcó en su ambiente n.° 06 (segundo piso) del pabellón de mínima seguridad."", ""Autores confesos Respecto a la detención de tres personas vinculadas a este caso, el general PNP Carlos Llerena afirmó que durante sus declaraciones en la División de Investigación Criminal (Divincri), ellos han confesado los detalles de cómo fueron contactados y hasta cuántos les iban a pagar por cometer este hecho."", ""Según el oficial de la Policía Nacional del Perú, ambos detenidos habría confesado el execrable crimen, pero no brindaron detalles de las circunstancias y el móvil, aunque el presidente de la Junta de Fiscales expresó que “se viene investigando una posible relación que habrían tenido”, en referencia a una probable amistad.""]",
reltype:308,3,"[[""conquista"", 3]]","[""Agro arequipeño conquista 52 países favorecido por crecimiento exportador sin precedentes\nCon la asistencia técnica del Ministerio de Desarrollo Agrario y Riego (Midagri), a través del Servicio Nacional de Sanidad Agraria (Senasa), más de 46,000 productores de Arequipa lideran una estrategia integral para frenar la mosca de la fruta.""]",
reltype:309,3,"[[""copatrocinar por"", 3]]","[""La convocatoria es copatrocinada por la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (Unesco) y la República Popular China, y está dirigida a estudiantes e investigadores de África, Asia-Pacífico, América Latina, Europa y la región árabe.""]",
reltype:310,3,"[[""depositar por"", 1], [""depositar tras"", 1], [""se depositar"", 1]]","[""Tello Gilardi explicó que, por lo general, el obligado (demandado) va y deposita la pensión por alimentos , pero a veces la madre no tiene cómo ir a recoger o no se entera e incluso a veces tiene dificultades en el acceso al juzgado por distintas razones."", ""Tras el análisis, los microorganismos fueron depositados en la colección Helmintológica del Museo de Historia Natural de la Universidad Nacional Mayor de San Marcos y en la colección del Laboratorio de Parasitología y Sanidad Acuícola (LAPYSA) del IIAP."", ""Recién a los 30 días, es decir el 5 de noviembre se depositaría la primera armada por el equivalente a una UIT.""]",
reltype:311,3,"[[""designar sin"", 3]]","[""Lee también:[ Presidente lideró reuniones orientadas a establecer nuevas medidas contra la delincuencia ] Además, al imponer la detención domiciliaria, el juez (Poder Judicial) puede designar instituciones públicas o privadas propuestas por las partes para la custodia, sin perjuicio del control del Ministerio Público y la Policía Nacional, y ordenar una caución económica conforme al artículo 289 del Código Procesal Penal para asegurar la sujeción del imputado.""]",
reltype:312,3,"[[""detonar"", 3]]","[""Lea también: Atentado en Trujillo: detonan artefacto explosivo cerca de la sede del Ministerio Público Al lugar de la emergencia llegaron agentes de la Policía Nacional del Perú (PNP) y Defensa Civil del Gobierno Regional de La Libertad, quienes ayudaron a otras personas afectadas por la detonación.""]",
reltype:313,3,"[[""distanciar a"", 2], [""se distanciar"", 1]]","[""Universitario lucha Apenas dos puntos de diferencia distancian a River Plate, primero con 5 enteros, del cuarto, Universitario de Deportes, en el grupo B."", ""Se distanció 21 puntos del líder y se puso sólo a 3 unidades del colero Juan Pablo II.""]",
reltype:314,3,"[[""erradicar"", 2], [""erradicar para"", 1]]","[""[Lea también: Gobierno erradicará todas las dragas de la cuenca alta del río Nanay ] Matasello conmemorativo “Tenemos las PIAS terrestres, con nuestro Ejército; las fluviales y lacustres con la Marina; y las PIAS áreas, con la Fuerza Aérea."", ""Lea también: Inpe realiza requisa en penal de Cajamarca para combatir extorsión y el crimen organizado De esta manera, el Instituto Nacional Penitenciario (Inpe) viene desplegando acciones de seguridad para el deshacinamiento en los penales, erradicar toda forma de organización de delito, garantizar la seguridad interna, y brindar mejores condiciones para el desarrollo de actividades productivas y educativas que contribuyan con la resocialización de la población penal."", ""Todas estas operaciones demuestran el firme compromiso del Gobierno nacional, mediante los sectores Defensa e Interior, para erradicar la minería ilegal que tanto daño causa al país, y sentar las bases para el desarrollo y crecimiento sostenido de Pataz, garantizando seguridad, legalidad y oportunidades para su población.""]",
reltype:315,3,"[[""evolucionar hacia"", 2], [""evolucionar en"", 1]]","[""En esa medida, añadió, el CNTPE evoluciona para abordar las nuevas realidades del siglo XXI y los actuales retos de las relaciones laborales, como la economía de plataformas digitales, las nuevas formas de organización empresarial, inclusión laboral de grupos vulnerables, inteligencia artificial, empleabilidad del capital humano y los retos del futuro del trabajo."", ""MTPE: más de 80 mil trabajadores ejercen el secretariado en el país\nEn el Perú, 80,944 trabajadores se desempeñan en el secretariado, una profesión que ha evolucionado hacia funciones clave en la gestión y organización de oficinas, informó el Ministerio de Trabajo y Promoción del Empleo (MTPE) con base en la Planilla Electrónica a enero de 2026."", ""En el Perú, 80,944 trabajadores se desempeñan en el secretariado, una profesión que ha evolucionado hacia funciones clave en la gestión y organización de oficinas, informó el Ministerio de Trabajo y Promoción del Empleo (MTPE) con base en la Planilla Electrónica a enero de 2026.""]",
reltype:316,3,"[[""inmovilizar por"", 2], [""inmovilizar en"", 1]]","[""Sunat y PNP inmovilizan más de 400 toneladas de insumos químicos en Lima\nEn un operativo conjunto, la Superintendencia Nacional de Aduanas y de Administración Tributaria (Sunat) y la Policía Nacional intervinieron cinco establecimientos en Ate, Huarochirí, Villa El Salvador y Lurín, logrando inmovilizar más de 400 toneladas de insumos químicos y bienes fiscalizados."", ""Puno: fiscalía inmoviliza barra de oro e investiga a empresas por lavado de activos\nUna barra de oro de aproximadamente 5.46 kilos, valorizada en aproximadamente dos millones de soles proveniente de actividades de minería ilegal fue inmovilizada por el Ministerio Público en Putina, Puno."", ""Una barra de oro de aproximadamente 5.46 kilos, valorizada en aproximadamente dos millones de soles proveniente de actividades de minería ilegal fue inmovilizada por el Ministerio Público en Putina, Puno.""]",
reltype:317,3,"[[""inmunizar a"", 2], [""se inmunizar en"", 1]]","[""Amazonas: el 95.8 % de la población objetivo ya está vacunada contra la fiebre amarilla\nEl Ministerio de Salud (Minsa), a través de la Dirección Regional de Salud (Diresa) Amazonas, inmunizó a 64,061 personas contra la fiebre amarilla, desde los 15 meses hasta los 59 años, para lo cual intensificó la vacunación, en un periodo de 90 días, en las provincias de Bagua y Condorcanqui para enfrentar el brote de esta enfermedad, dado que la región presentó 21 casos confirmados hasta la Semana Epidemiológica número 18."", ""El Ministerio de Salud (Minsa), a través de la Dirección Regional de Salud (Diresa) Amazonas, inmunizó a 64,061 personas contra la fiebre amarilla, desde los 15 meses hasta los 59 años, para lo cual intensificó la vacunación, en un periodo de 90 días, en las provincias de Bagua y Condorcanqui para enfrentar el brote de esta enfermedad, dado que la región presentó 21 casos confirmados hasta la Semana Epidemiológica número 18."", ""En el interior del Tambo Uray Ayllu, ubicado en la región Cusco, se inmunizó a 27 adultos mayores contra la influenza, gracias a la campaña de vacunación gestionada por el Ministerio de Desarrollo e Inclusión Social (Midis), a través del Programa Nacional PAIS, con el objetivo de proteger a la ciudadanía.""]",
reltype:318,3,"[[""localizar en"", 3]]","[""En horas de la noche, personal de Salvataje de la Policía Nacional localizó el cuerpo de una mujer no identificada a unos 20 minutos río abajo de Iparía.""]",
reltype:319,3,"[[""ongregar a"", 1], [""ontar con"", 1], [""ontinuacer"", 1]]","[""La actividad, promovida por el Ministerio de Desarrollo e Inclusión Social (Midis), c ongregó a pobladores de diversas comunidades, quienes participaron en sesiones demostrativas de cocina orientadas a enseñar nuevas formas de preparar alimentos nutritivos con los productos que distribuye el Programa de Alimentación Escolar (PAE)."", ""El acto de instalación de la XXXII Reunión Ordinaria del CAMI y la II RANE de la Comunidad Andina c ontó con la participación del secretario general de la Comunidad Andina, embajador Gonzalo Gutiérrez Reinel ; de la presidenta del Consejo Directivo del Instituto Interregional de las Naciones Unidas para Investigaciones sobre la Delincuencia y la Justicia (UNICRI), Carolina Lizárraga; y expertos de los cuatro países miembros de la Comunidad Andina."", ""El Comando Unificado Pataz, integrado por las Fuerzas Armadas, a través del Comando Operacional del Norte, y la Policía Nacional, c ontinuará realizando patrullajes, a pie y en vehículos , en los distritos de Pataz, Parcoy y Tayabamba, a fin de garantizar el orden interno.""]",
reltype:320,3,"[[""peru-ocde"", 3]]","[""Perú-OCDE: La ruta técnica hacia servicios públicos con estándares globales\nLa alta representante del Perú para el proceso de adhesión a la Organización para la Cooperación y el Desarrollo Económicos (OCDE), embajadora Ana María Sánchez, analiza los avances técnicos y las reformas estructurales que el país implementa para alinearse con los estándares de gobernanza más exigentes del mundo.""]",
reltype:321,3,"[[""planificar para"", 2], [""planificar de"", 1]]","[""La División de Servicios Especiales tiene la misión de planificar y ejecutar operaciones destinadas a prevenir, mantener y restablecer el orden público."", ""Sin embargo, gracias a la colaboración entre médicos, ingenieros y expertos en tecnología, a partir de las imágenes de resonancia magnética se logró crear modelos digitales y físicos en impresión 3D, lo que permitió a los cirujanos tener el detalle del cuerpo de las bebés, para planificar y ensayar la cirugía de manera virtual antes ingresar a sala de operaciones."", ""“El liderazgo de esta organización debería recaer en la Diócesis de Chiclayo, convocando a las municipalidades, al Gobierno Regional, a la Cámara de Comercio y al Gobierno Nacional, para planificar de manera conjunta la avenida del Papa y su encuentro con los fieles”, afirmó en declaraciones a la Agencia Andina.""]",
reltype:322,3,"[[""plasmar para"", 3]]","[""Cajamarca: proyecto turístico llega a Celendín para plasmar tradiciones en murales\nEl proyecto “Pueblo de colores” que promueve el Gobierno Regional de Cajamarca, llegó a la provincia de Celendín para plasmar las costumbres, tradiciones y atractivos turísticos de esta jurisdicción en gigantescos murales que permitirá impulsar el turismo y mejorar la calidad de vida de la población con la dinamización de su economía."", ""El proyecto “Pueblo de colores” que promueve el Gobierno Regional de Cajamarca, llegó a la provincia de Celendín para plasmar las costumbres, tradiciones y atractivos turísticos de esta jurisdicción en gigantescos murales que permitirá impulsar el turismo y mejorar la calidad de vida de la población con la dinamización de su economía."", ""La afición espera que para el inicio del certamen, el técnico Pablo Guede ya haya plasmado un equipo sólido porque cuenta con jugadores importantes, a pesar de que Carlos Zambrano, Sergio Peña y Miguel Trauco fueron suspendidos de manera indefinida por actos de indisciplina.""]",
reltype:323,3,"[[""ponderar"", 3]]","[""También ponderó que la misión de expertos electorales de la Unión Europea (UE) en su informe final sobre las Elecciones Generales en el Perú 2021, destacó la neutralidad del Diario El Peruano durante su cobertura periodística en la segunda vuelta electoral.""]",
reltype:324,3,"[[""privilegiar a"", 3]]","[""Reiteró también que su Gabinete va a privilegiar la lucha contra la criminalidad y que la actuación de la Policía Nacional y la gestión del nuevo ministro del Interior, Carlos Malaver, están dando resultados tangibles, ello al ser consultado por la captura de Liseth Albina Cruz Ruíz , presunta pareja sentimental de Erick Moreno Hernández, alias el “Monstruo”.""]",
reltype:325,3,"[[""protestar por"", 3]]","[""Gobierno peruano protesta por actos de provocación en isla Chinería\nEl Gobierno del Perú expresó su protesta por los sucesivos actos de provocación por parte de ciudadanos colombianos en la comunidad de Santa Rosa, ubicada en la isla Chinería, perteneciente a nuestro país."", ""Lee también:[ Álvaro Barco protestó por la elección de Jordi Espinoza como referí del clásico ] El último clásico en Matute La última vez que Universitario y Alianza Lima se enfrentaron fue el 5 de abril en el Estadio Alejandro Villanueva."", ""Álvaro Barco protestó por la elección de Jordi Espinoza como referí del clásico\nEl director deportivo de Universitario de Deportes, Álvaro Barco, alzó su voz de protesta este martes por la designación de Jordi Espinoza como árbitro principal del clásico peruano y señaló que el joven referí no está a la altura de lo que significa el partido más importante del fútbol peruano.""]",
reltype:326,3,"[[""reforestacer en"", 3]]","[""La Libertad: reforestarán área de conservación regional en Bolívar con 10,000 plantones\nCon el objetivo de preservar el Área de Conservación Regional Bosques Interandinos del Marañón, ubicado en la provincia de Bolívar, región La Libertad, la Gerencia Regional del Ambiente promueve la construcción de dos viveros que producirán 10,000 plantones con especies frutales y endémicas.""]",
reltype:327,3,"[[""resolucion"", 3]]","[""Resolución 140-2026-CG El dispositivo designa a los jefes del Órgano de Control Institucional (OCI) de la Dirección Regional de Salud de Huánuco, del Gobierno Regional de Huánuco, de la Municipalidad Provincial de Huamalíes, de la Municipalidad Provincial de Huánuco y de la Universidad Nacional Agraria de la Selva, con efectividad a partir del día siguiente de la publicación de la norma.""]",
reltype:328,3,"[[""saltar desde"", 2], [""escapar con"", 1]]","[""Esta madrugada, seis internos de nacionalidad venezolana del centro de rehabilitación de San Miguel, ubicado en la cuadra 19 de la avenida La Paz, escaparon con una 'soga' elaborada con prendas y telas trenzadas, con la que descendieron el muro perimétrico."", ""Alianza Lima: Esta es la oncena titular que saldrá hoy a ganar al 2 de Mayo en Matute\nAlianza Lima tiene la necesidad de ganar este miércoles al 2 de Mayo y para ello que técnico Pablo Guede bosquejó su oncena titular que saltará, desde las 19:30 horas, al campo de juego del Estadio Alejandro Villanueva a disputar su crucial cotejo de Copa Libertadores."", ""Alianza Lima tiene la necesidad de ganar este miércoles al 2 de Mayo y para ello que técnico Pablo Guede bosquejó su oncena titular que saltará, desde las 19:30 horas, al campo de juego del Estadio Alejandro Villanueva a disputar su crucial cotejo de Copa Libertadores.""]",
reltype:329,3,"[[""se contraponer al"", 3]]","[""Respecto a la minería aluvial, el dictamen se contrapone al Decreto Legislativo N.° 1100, que prohíbe el uso de dragas y equipos similares en cuerpos de agua, norma cuya constitucionalidad ha sido ratificada por el Tribunal Constitucional.""]",
